url_path,views_total,views_unique
/norwegian-geotechnical-institute/BingCLAW_5.6.1/tree/main/BingClaw_fortfile_display_example,75,7
/norwegian-geotechnical-institute/BingCLAW_5.6.1,34,10
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/main/setrun.py,26,4
/norwegian-geotechnical-institute/BingCLAW_5.6.1/tree/main/BingClaw_fortfile_display_example/sct3,22,3
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/main/PaleoNorthAtlantic.tt3.gz,13,2
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/main/README.md,12,2
/norwegian-geotechnical-institute/BingCLAW_5.6.1/tree/main,9,5
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/main/BingClaw_fortfile_display_example/README.md,8,2
/norwegian-geotechnical-institute/BingCLAW_5.6.1/releases/tag/v1.0.1,7,2
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/main/BingClaw_fortfile_display_example/example_q0179.png,6,2
