url_path,views_total,views_unique
/norwegian-geotechnical-institute/BingCLAW_5.6.1/tree/main/BingClaw_fortfile_display_example,28,2
/norwegian-geotechnical-institute/BingCLAW_5.6.1/tree/main/.github/workflows,9,3
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/main/.github/workflows/github-repo-stats.yml,8,3
/norwegian-geotechnical-institute/BingCLAW_5.6.1,7,5
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/main/BingClaw_fortfile_display_example/example_q0179.png,6,1
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/main/BingClaw_fortfile_display_example/README.md,4,2
/norwegian-geotechnical-institute/BingCLAW_5.6.1/tree/main,4,2
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/main/BingClaw5.6.1_singlesource.tar,4,1
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/main/LICENSE.md,4,1
/norwegian-geotechnical-institute/BingCLAW_5.6.1/branches,4,1
