url_path,views_total,views_unique
/norwegian-geotechnical-institute/BingCLAW_5.6.1,11,6
/norwegian-geotechnical-institute/BingCLAW_5.6.1/tree/github-repo-stats/norwegian-geotechnical-institute/BingCLAW_5.6.1,4,1
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/github-repo-stats/norwegian-geotechnical-institute/BingCLAW_5.6.1/latest-report/report.pdf,2,1
/norwegian-geotechnical-institute/BingCLAW_5.6.1/releases/tag/v1.0.0,2,1
/norwegian-geotechnical-institute/BingCLAW_5.6.1/tree/github-repo-stats/.github/workflows,2,1
/norwegian-geotechnical-institute/BingCLAW_5.6.1/tree/github-repo-stats/norwegian-geotechnical-institute/BingCLAW_5.6.1/latest-report,2,1
/norwegian-geotechnical-institute/BingCLAW_5.6.1/actions,1,1
/norwegian-geotechnical-institute/BingCLAW_5.6.1/actions/workflows/github-repo-stats.yml,1,1
/norwegian-geotechnical-institute/BingCLAW_5.6.1/branches,1,1
/norwegian-geotechnical-institute/BingCLAW_5.6.1/commits,1,1
