time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-01 00:00:00+00:00,47,15,21.0,4.0
2025-12-02 00:00:00+00:00,42,10,6.0,1.0
2025-12-03 00:00:00+00:00,89,20,,
2025-12-04 00:00:00+00:00,6,2,,
2025-12-05 00:00:00+00:00,11,7,2.0,2.0
2025-12-06 00:00:00+00:00,10,6,,
2025-12-07 00:00:00+00:00,9,5,,
2025-12-08 00:00:00+00:00,8,4,1.0,1.0
2025-12-09 00:00:00+00:00,3,3,1.0,1.0
2025-12-10 00:00:00+00:00,9,4,,
2025-12-11 00:00:00+00:00,3,3,1.0,1.0
2025-12-12 00:00:00+00:00,9,5,3.0,1.0
2025-12-13 00:00:00+00:00,10,6,,
