time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-28 00:00:00+00:00,17,9,1,1
2026-05-29 00:00:00+00:00,31,14,2,2
2026-05-30 00:00:00+00:00,26,10,1,1
2026-05-31 00:00:00+00:00,27,11,0,0
2026-06-01 00:00:00+00:00,12,5,8,3
2026-06-02 00:00:00+00:00,21,10,1,1
2026-06-03 00:00:00+00:00,40,15,2,2
2026-06-04 00:00:00+00:00,21,10,23,1
2026-06-05 00:00:00+00:00,14,7,4,2
2026-06-06 00:00:00+00:00,19,8,1,1
2026-06-07 00:00:00+00:00,22,10,4,2
2026-06-08 00:00:00+00:00,25,10,6,2
2026-06-09 00:00:00+00:00,17,7,6,3
2026-06-10 00:00:00+00:00,23,11,1,1
