time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-17 00:00:00+00:00,4.0,4.0,28.0,4.0
2024-06-18 00:00:00+00:00,1.0,1.0,,
2024-06-19 00:00:00+00:00,1.0,1.0,48.0,2.0
2024-06-20 00:00:00+00:00,4.0,2.0,31.0,1.0
2024-06-21 00:00:00+00:00,1.0,1.0,,
2024-06-22 00:00:00+00:00,1.0,1.0,6.0,1.0
2024-06-23 00:00:00+00:00,3.0,1.0,,
2024-06-24 00:00:00+00:00,,,22.0,2.0
2024-06-25 00:00:00+00:00,2.0,1.0,14.0,3.0
2024-06-26 00:00:00+00:00,1.0,1.0,27.0,1.0
2024-06-27 00:00:00+00:00,1.0,1.0,,
2024-06-28 00:00:00+00:00,1.0,1.0,2.0,2.0
2024-06-29 00:00:00+00:00,2.0,1.0,1.0,1.0
2024-06-30 00:00:00+00:00,,,1.0,1.0
