time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-01 00:00:00+00:00,1.0,1.0,51.0,3.0
2024-03-02 00:00:00+00:00,1.0,1.0,100.0,3.0
2024-03-03 00:00:00+00:00,2.0,2.0,43.0,3.0
2024-03-04 00:00:00+00:00,2.0,2.0,100.0,7.0
2024-03-05 00:00:00+00:00,1.0,1.0,4.0,2.0
2024-03-06 00:00:00+00:00,3.0,3.0,24.0,3.0
2024-03-07 00:00:00+00:00,4.0,3.0,41.0,7.0
2024-03-08 00:00:00+00:00,2.0,2.0,5.0,1.0
2024-03-09 00:00:00+00:00,2.0,2.0,1.0,1.0
2024-03-10 00:00:00+00:00,1.0,1.0,62.0,1.0
2024-03-11 00:00:00+00:00,2.0,2.0,,
2024-03-12 00:00:00+00:00,1.0,1.0,5.0,2.0
2024-03-13 00:00:00+00:00,1.0,1.0,2.0,1.0
2024-03-14 00:00:00+00:00,,,4.0,2.0
