time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-30 00:00:00+00:00,3,2,6.0,1.0
2024-07-31 00:00:00+00:00,4,3,1.0,1.0
2024-08-01 00:00:00+00:00,2,1,,
2024-08-02 00:00:00+00:00,1,1,2.0,1.0
2024-08-03 00:00:00+00:00,4,1,,
2024-08-04 00:00:00+00:00,1,1,,
2024-08-05 00:00:00+00:00,2,2,27.0,1.0
2024-08-06 00:00:00+00:00,2,2,11.0,1.0
2024-08-07 00:00:00+00:00,1,1,20.0,3.0
2024-08-08 00:00:00+00:00,3,1,11.0,2.0
2024-08-09 00:00:00+00:00,2,1,,
2024-08-10 00:00:00+00:00,2,1,,
2024-08-11 00:00:00+00:00,3,1,,
