url_path,views_total,views_unique
/norwegian-geotechnical-institute/BingCLAW_5.6.1,19,9
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/main/relative_initial_tauy_example/relative_tau_init.tt3,11,2
/norwegian-geotechnical-institute/BingCLAW_5.6.1/tree/main/relative_initial_tauy_example,11,2
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/main/relative_initial_tauy_example/setrun.py,8,3
/norwegian-geotechnical-institute/BingCLAW_5.6.1/tree/main,6,3
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/main/BingClaw5.6.1_singlesource.tar,5,3
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/main/absolute_initial_tauy_example/absolute_tau_init.tt3,5,2
/norwegian-geotechnical-institute/BingCLAW_5.6.1/tree/main/absolute_initial_tauy_example,5,2
/norwegian-geotechnical-institute/BingCLAW_5.6.1/issues,4,1
/norwegian-geotechnical-institute/BingCLAW_5.6.1/releases/tag/v1.0.3,3,3
