url_path,views_total,views_unique
/norwegian-geotechnical-institute/BingCLAW_5.6.1,18,11
/norwegian-geotechnical-institute/BingCLAW_5.6.1/tree/main/BingClaw_fortfile_display_example,14,4
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/main/LICENSE.md,10,3
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/github-repo-stats/norwegian-geotechnical-institute/BingCLAW_5.6.1/latest-report/report.pdf,5,3
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/github-repo-stats/norwegian-geotechnical-institute/BingCLAW_5.6.1/latest-report/report.md,5,1
/norwegian-geotechnical-institute/BingCLAW_5.6.1/tree/main,4,3
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/main/BingClaw_fortfile_display_example/example_q0179.png,4,2
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/main/BingClaw_fortfile_display_example/make_all_png_files.sh,4,2
/norwegian-geotechnical-institute/BingCLAW_5.6.1/tree/main/.github/workflows,4,2
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/main/BingClaw_fortfile_display_example/gmt6_one_fortfile_2_png.sh,4,1
