time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-05 00:00:00+00:00,29,12,0,0
2026-07-06 00:00:00+00:00,18,7,4,2
2026-07-07 00:00:00+00:00,25,9,3,2
2026-07-08 00:00:00+00:00,26,11,4,3
2026-07-09 00:00:00+00:00,18,7,1,1
2026-07-10 00:00:00+00:00,2,2,0,0
2026-07-11 00:00:00+00:00,1,1,2,1
2026-07-12 00:00:00+00:00,29,8,0,0
2026-07-13 00:00:00+00:00,24,9,0,0
2026-07-14 00:00:00+00:00,28,9,0,0
2026-07-15 00:00:00+00:00,20,9,0,0
2026-07-16 00:00:00+00:00,7,2,1,1
2026-07-17 00:00:00+00:00,12,5,0,0
2026-07-18 00:00:00+00:00,20,8,0,0
