time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-18 00:00:00+00:00,27,8,4,2
2026-06-19 00:00:00+00:00,37,10,0,0
2026-06-20 00:00:00+00:00,42,13,0,0
2026-06-21 00:00:00+00:00,48,14,0,0
2026-06-22 00:00:00+00:00,48,13,1,1
2026-06-23 00:00:00+00:00,36,9,3,1
2026-06-24 00:00:00+00:00,37,10,1,1
2026-06-25 00:00:00+00:00,41,10,4,3
2026-06-26 00:00:00+00:00,19,8,0,0
2026-06-27 00:00:00+00:00,20,8,1,1
2026-06-28 00:00:00+00:00,22,10,0,0
2026-06-29 00:00:00+00:00,17,6,1,1
2026-06-30 00:00:00+00:00,12,5,0,0
2026-07-01 00:00:00+00:00,19,8,16,1
