url_path,views_total,views_unique
/norwegian-geotechnical-institute/BingCLAW_5.6.1/tree/main/BingClaw_fortfile_display_example,103,9
/norwegian-geotechnical-institute/BingCLAW_5.6.1,47,9
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/github-repo-stats/norwegian-geotechnical-institute/BingCLAW_5.6.1/ghrs-data/views_clones_aggregate.csv,35,5
/norwegian-geotechnical-institute/BingCLAW_5.6.1/tree/main/BingClaw_fortfile_display_example/sct3,23,6
/norwegian-geotechnical-institute/BingCLAW_5.6.1/tree/main,23,5
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/main/BingClaw_fortfile_display_example/one_fortfile_2_png.sh,18,5
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/main/PaleoNorthAtlantic.tt3.gz,16,5
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/main/setrun.py,16,3
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/main/BingClaw5.6.1_singlesource.tar,15,4
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/main/README.md,13,4
