url_path,views_total,views_unique
/norwegian-geotechnical-institute/BingCLAW_5.6.1,45,8
/norwegian-geotechnical-institute/BingCLAW_5.6.1/tree/github-repo-stats,14,1
/norwegian-geotechnical-institute/BingCLAW_5.6.1/tree/main,13,1
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/main/CITATION.cff,11,2
/norwegian-geotechnical-institute/BingCLAW_5.6.1/tree/github-repo-stats/norwegian-geotechnical-institute/BingCLAW_5.6.1,9,3
/norwegian-geotechnical-institute/BingCLAW_5.6.1/branches,9,2
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/github-repo-stats/norwegian-geotechnical-institute/BingCLAW_5.6.1/latest-report/report.pdf,8,3
/norwegian-geotechnical-institute/BingCLAW_5.6.1/releases/tag/v1.0.3,8,2
/norwegian-geotechnical-institute/BingCLAW_5.6.1/compare/github-repo-stats,8,1
/norwegian-geotechnical-institute/BingCLAW_5.6.1/releases,7,1
