url_path,views_total,views_unique
/norwegian-geotechnical-institute/BingCLAW_5.6.1,32,13
/norwegian-geotechnical-institute/BingCLAW_5.6.1/tree/main/BingClaw_fortfile_display_example,19,4
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/main/setrun.py,14,4
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/main/README.md,13,3
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/main/BingClaw5.6.1_singlesource.tar,11,2
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/main/storegga_ini.tt3,9,2
/norwegian-geotechnical-institute/BingCLAW_5.6.1/tree/main,6,3
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/main/PaleoNorthAtlantic.tt3.gz,6,2
/norwegian-geotechnical-institute/BingCLAW_5.6.1/tree/main/.github/workflows,6,1
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/main/BingClaw_fortfile_display_example/README.md,4,2
