time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-09 00:00:00+00:00,5,5,1,1
2026-09-10 00:00:00+00:00,23,11,3,3
2026-09-11 00:00:00+00:00,6,6,12,6
2026-09-12 00:00:00+00:00,3,3,0,0
2026-09-13 00:00:00+00:00,26,14,0,0
2026-09-14 00:00:00+00:00,1,1,0,0
2026-09-15 00:00:00+00:00,43,9,1,1
2026-09-16 00:00:00+00:00,5,3,1,1
2026-09-17 00:00:00+00:00,2,2,2,2
2026-09-18 00:00:00+00:00,22,11,1,1
2026-09-19 00:00:00+00:00,14,9,0,0
2026-09-20 00:00:00+00:00,15,8,2,2
2026-09-21 00:00:00+00:00,16,10,2,2
2026-09-22 00:00:00+00:00,5,5,6,6
