time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-27 00:00:00+00:00,20,8,1,1
2026-06-28 00:00:00+00:00,22,10,0,0
2026-06-29 00:00:00+00:00,17,6,1,1
2026-06-30 00:00:00+00:00,12,5,0,0
2026-07-01 00:00:00+00:00,19,8,16,1
2026-07-02 00:00:00+00:00,21,10,3,1
2026-07-03 00:00:00+00:00,21,10,0,0
2026-07-04 00:00:00+00:00,21,9,1,1
2026-07-05 00:00:00+00:00,29,12,0,0
2026-07-06 00:00:00+00:00,18,7,4,2
2026-07-07 00:00:00+00:00,25,9,3,2
2026-07-08 00:00:00+00:00,26,11,4,3
2026-07-09 00:00:00+00:00,18,7,1,1
2026-07-10 00:00:00+00:00,2,2,0,0
