url_path,views_total,views_unique
/norwegian-geotechnical-institute/BingCLAW_5.6.1,4,4
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/main/BingClaw5.6.1_singlesource.tar,4,1
/norwegian-geotechnical-institute/BingCLAW_5.6.1/commits/main,3,1
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/main/BingClaw_fortfile_display_example/example_q0179.png,2,1
/norwegian-geotechnical-institute/BingCLAW_5.6.1/blob/main/setrun.py,2,1
/norwegian-geotechnical-institute/BingCLAW_5.6.1/tree/main/BingClaw_fortfile_display_example,2,1
/norwegian-geotechnical-institute/BingCLAW_5.6.1/commit/2ef830ff58326ab92323fce1e5c795e123032752,1,1
